GHO,YEAR,COUNTRY,GROUP,SEX_CODE,SEX,NUMERIC,GroupCode,,
nMx,2000,India,39,BTSX,Both sexes,0.004,35_39,,
nMx,1990,India,49,BTSX,Both sexes,0.008,45_49,,
nMx,2000,India,49,BTSX,Both sexes,0.007,45_49,,
nMx,2012,India,49,BTSX,Both sexes,0.006,45_49,,
nMx,1990,India,69,BTSX,Both sexes,0.046,65_69,,
nMx,2000,India,89,BTSX,Both sexes,0.168,85_89,,
nMx,2000,India,94,BTSX,Both sexes,0.219,90_94,,
nMx,2000,India,110,BTSX,Both sexes,0.363,100+,,
nqx,1990,India,4,MLE,Male,0.034,1_4,,
nqx,2000,India,29,MLE,Male,0.014,25_29,,
nqx,2012,India,29,MLE,Male,0.012,25_29,,
nqx,2000,India,39,MLE,Male,0.023,35_39,,
nqx,1990,India,44,MLE,Male,0.032,40_44,,
nqx,2000,India,44,MLE,Male,0.03,40_44,,
nqx,1990,India,54,MLE,Male,0.071,50_54,,
nqx,2000,India,54,MLE,Male,0.064,50_54,,
nqx,2012,India,54,MLE,Male,0.056,50_54,,
nqx,2012,India,64,MLE,Male,0.128,60_64,,
nqx,1990,India,74,MLE,Male,0.308,70_74,,
nqx,1990,India,84,MLE,Male,0.515,80_84,,
nqx,2000,India,84,MLE,Male,0.5,80_84,,
nqx,2012,India,84,MLE,Male,0.475,80_84,,
nqx,2012,India,1,BTSX,Both sexes,0.044,<1,,
nqx,2000,India,19,BTSX,Both sexes,0.009,15_19,,
nqx,1990,India,29,BTSX,Both sexes,0.015,25_29,,
nqx,1990,India,34,BTSX,Both sexes,0.017,30_34,,
nqx,1990,India,44,BTSX,Both sexes,0.028,40_44,,
nqx,1990,India,59,BTSX,Both sexes,0.092,55_59,,
nqx,2000,India,59,BTSX,Both sexes,0.081,55_59,,
nqx,2012,India,59,BTSX,Both sexes,0.068,55_59,,
nqx,2012,India,69,BTSX,Both sexes,0.168,65_69,,
nqx,2000,India,74,BTSX,Both sexes,0.271,70_74,,
nqx,2000,India,84,BTSX,Both sexes,0.48,80_84,,
nqx,2000,India,89,BTSX,Both sexes,0.576,85_89,,
nqx,2000,India,99,BTSX,Both sexes,0.766,95_99,,
nqx,2012,India,99,BTSX,Both sexes,0.741,95_99,,
lx,1990,India,9,MLE,Male,87865,5_9,,
lx,1990,India,24,MLE,Male,85278,20_24,,
lx,2000,India,24,MLE,Male,89196,20_24,,
lx,2000,India,34,MLE,Male,86903,30_34,,
lx,1990,India,39,MLE,Male,81612,35_39,,
lx,2012,India,44,MLE,Male,87591,40_44,,
lx,2012,India,49,MLE,Male,85191,45_49,,
lx,1990,India,54,MLE,Male,73666,50_54,,
lx,2000,India,74,MLE,Male,44160,70_74,,
lx,2012,India,74,MLE,Male,49847,70_74,,
lx,2000,India,79,MLE,Male,31252,75_79,,
lx,1990,India,89,MLE,Male,7904,85_89,,
lx,2000,India,89,MLE,Male,9441,85_89,,
lx,1990,India,94,MLE,Male,3106,90_94,,
lx,2012,India,110,MLE,Male,470,100+,,
lx,1990,India,9,BTSX,Both sexes,87462,5_9,,
lx,2000,India,24,BTSX,Both sexes,88570,20_24,,
lx,2012,India,24,BTSX,Both sexes,92764,20_24,,
lx,1990,India,29,BTSX,Both sexes,83268,25_29,,
lx,1990,India,39,BTSX,Both sexes,80576,35_39,,
lx,2000,India,49,BTSX,Both sexes,81108,45_49,,
lx,1990,India,64,BTSX,Both sexes,62789,60_64,,
lx,1990,India,69,BTSX,Both sexes,53718,65_69,,
lx,2000,India,69,BTSX,Both sexes,59409,65_69,,
lx,2012,India,89,BTSX,Both sexes,15008,85_89,,
lx,1990,India,94,BTSX,Both sexes,3624,90_94,,
lx,2000,India,94,BTSX,Both sexes,4873,90_94,,
lx,2000,India,110,BTSX,Both sexes,369,100+,,
ndx,2012,India,14,MLE,Male,411,10_14,,x+n
ndx,1990,India,19,MLE,Male,806,15_19,,x+n
ndx,2012,India,19,MLE,Male,625,15_19,,x+n
ndx,1990,India,34,MLE,Male,1436,30_34,,x+n
ndx,1990,India,59,MLE,Male,7125,55_59,,x+n
ndx,2012,India,59,MLE,Male,6344,55_59,,x+n
ndx,1990,India,79,MLE,Male,11377,75_79,,x+n
ndx,2000,India,89,MLE,Male,5570,85_89,,x+n
ndx,2000,India,110,MLE,Male,289,100+,,x+n
ndx,1990,India,9,BTSX,Both sexes,1290,5_9,,x+n
ndx,2000,India,34,BTSX,Both sexes,1367,30_34,,x+n
ndx,2012,India,34,BTSX,Both sexes,1192,30_34,,x+n
ndx,1990,India,39,BTSX,Both sexes,1660,35_39,,x+n
ndx,1990,India,49,BTSX,Both sexes,3060,45_49,,x+n
ndx,2000,India,49,BTSX,Both sexes,2916,45_49,,x+n
ndx,1990,India,64,BTSX,Both sexes,9072,60_64,,x+n
ndx,2012,India,64,BTSX,Both sexes,8163,60_64,,x+n
ndx,2000,India,74,BTSX,Both sexes,13067,70_74,,x+n
ndx,2012,India,74,BTSX,Both sexes,13573,70_74,,x+n
ndx,1990,India,79,BTSX,Both sexes,11861,75_79,,x+n
ndx,2012,India,79,BTSX,Both sexes,14210,75_79,,x+n
ndx,2012,India,110,BTSX,Both sexes,620,100+,,x+n
nLx,1990,India,1,MLE,Male,93686,<1,,
nLx,2012,India,1,MLE,Male,96955,<1,,
nLx,1990,India,14,MLE,Male,432027,10_14,,
nLx,2000,India,14,MLE,Male,451121,10_14,,
nLx,2012,India,14,MLE,Male,469238,10_14,,
nLx,2012,India,24,MLE,Male,462913,20_24,,
nLx,1990,India,39,MLE,Male,403754,35_39,,
nLx,2012,India,39,MLE,Male,443047,35_39,,
nLx,1990,India,44,MLE,Male,393088,40_44,,
nLx,2000,India,54,MLE,Male,374986,50_54,,
nLx,2012,India,64,MLE,Male,333426,60_64,,
nLx,2012,India,69,MLE,Male,280316,65_69,,
nLx,1990,India,84,MLE,Male,59084,80_84,,
nLx,2000,India,84,MLE,Male,69298,80_84,,
nLx,2000,India,99,MLE,Male,3355,95_99,,
nLx,2000,India,1,BTSX,Both sexes,95342,<1,,
nLx,1990,India,4,BTSX,Both sexes,355055,1_4,,
nLx,2000,India,4,BTSX,Both sexes,367048,1_4,,
nLx,2000,India,14,BTSX,Both sexes,448501,10_14,,
nLx,2012,India,14,BTSX,Both sexes,468116,10_14,,
nLx,1990,India,19,BTSX,Both sexes,425149,15_19,,
nLx,2012,India,39,BTSX,Both sexes,444616,35_39,,
nLx,1990,India,44,BTSX,Both sexes,389385,40_44,,
nLx,2000,India,54,BTSX,Both sexes,381155,50_54,,
nLx,2012,India,54,BTSX,Both sexes,409274,50_54,,
nLx,2012,India,69,BTSX,Both sexes,304748,65_69,,
nLx,1990,India,74,BTSX,Both sexes,181847,70_74,,
nLx,2012,India,84,BTSX,Both sexes,104485,80_84,,
nLx,1990,India,89,BTSX,Both sexes,30334,85_89,,
nLx,2012,India,94,BTSX,Both sexes,21587,90_94,,
nLx,2000,India,99,BTSX,Both sexes,4306,95_99,,
Tx,2000,India,1,MLE,Male,6066064,<1,,
Tx,1990,India,9,MLE,Male,5295711,5_9,,
Tx,2000,India,9,MLE,Male,5602423,5_9,,
Tx,2012,India,19,MLE,Male,5029144,15_19,,
Tx,1990,India,24,MLE,Male,3998716,20_24,,
Tx,2000,India,24,MLE,Male,4248786,20_24,,
Tx,2000,India,34,MLE,Male,3367528,30_34,,
Tx,2012,India,49,MLE,Male,2314963,45_49,,
Tx,1990,India,54,MLE,Male,1570086,50_54,,
Tx,2000,India,54,MLE,Male,1707457,50_54,,
Tx,1990,India,69,MLE,Male,605536,65_69,,
Tx,2000,India,79,MLE,Male,241686,75_79,,
Tx,1990,India,94,MLE,Male,12302,90_94,,
Tx,2000,India,94,MLE,Male,15988,90_94,,
Tx,2012,India,1,BTSX,Both sexes,6611797,<1,,
Tx,2000,India,9,BTSX,Both sexes,5698895,5_9,,
Tx,1990,India,14,BTSX,Both sexes,4893917,10_14,,
Tx,2000,India,24,BTSX,Both sexes,4353172,20_24,,
Tx,2000,India,29,BTSX,Both sexes,3913046,25_29,,
Tx,1990,India,39,BTSX,Both sexes,2800436,35_39,,
Tx,2012,India,39,BTSX,Both sexes,3361366,35_39,,
Tx,2012,India,49,BTSX,Both sexes,2480654,45_49,,
Tx,1990,India,59,BTSX,Both sexes,1278021,55_59,,
Tx,2012,India,69,BTSX,Both sexes,906701,65_69,,
Tx,2000,India,79,BTSX,Both sexes,285110,75_79,,
Tx,1990,India,84,BTSX,Both sexes,111512,80_84,,
ex,2012,India,4,MLE,Male,66,1_4,,
ex,2000,India,14,MLE,Male,57,10_14,,
ex,2000,India,29,MLE,Male,43,25_29,,
ex,2000,India,34,MLE,Male,39,30_34,,
ex,2012,India,44,MLE,Male,31,40_44,,
ex,1990,India,49,MLE,Male,25,45_49,,
ex,1990,India,59,MLE,Male,18,55_59,,
ex,1990,India,64,MLE,Male,14,60_64,,
ex,2012,India,74,MLE,Male,10,70_74,,
ex,2012,India,84,MLE,Male,7,80_84,,
ex,2000,India,110,MLE,Male,3,100+,,
ex,2012,India,4,BTSX,Both sexes,68,1_4,,
ex,1990,India,9,BTSX,Both sexes,61,5_9,,
ex,2000,India,9,BTSX,Both sexes,63,5_9,,
ex,2000,India,19,BTSX,Both sexes,54,15_19,,
ex,2012,India,19,BTSX,Both sexes,56,15_19,,
ex,2000,India,34,BTSX,Both sexes,40,30_34,,
ex,2012,India,34,BTSX,Both sexes,42,30_34,,
ex,1990,India,39,BTSX,Both sexes,35,35_39,,
ex,2000,India,59,BTSX,Both sexes,19,55_59,,
ex,2012,India,74,BTSX,Both sexes,11,70_74,,
ex,2000,India,89,BTSX,Both sexes,5,85_89,,
ex,2012,India,110,BTSX,Both sexes,3,100+,,
nMx,2012,India,4,FMLE,Female,0.004,1_4,,
nMx,2000,India,9,FMLE,Female,0.002,5_9,,
nMx,2012,India,9,FMLE,Female,0.001,5_9,,
nMx,2000,India,19,FMLE,Female,0.002,15_19,,
nMx,2012,India,19,FMLE,Female,0.001,15_19,,
nMx,1990,India,54,FMLE,Female,0.011,50_54,,
nMx,2012,India,59,FMLE,Female,0.011,55_59,,
nMx,2012,India,74,FMLE,Female,0.05,70_74,,
nMx,2000,India,79,FMLE,Female,0.084,75_79,,
nMx,2012,India,79,FMLE,Female,0.075,75_79,,
nMx,1990,India,110,FMLE,Female,0.386,100+,,
nqx,2012,India,4,FMLE,Female,0.015,1_4,,
nqx,1990,India,9,FMLE,Female,0.017,5_9,,
nqx,1990,India,19,FMLE,Female,0.014,15_19,,
nqx,2012,India,19,FMLE,Female,0.007,15_19,,
nqx,1990,India,24,FMLE,Female,0.017,20_24,,
nqx,1990,India,34,FMLE,Female,0.017,30_34,,
nqx,2012,India,34,FMLE,Female,0.01,30_34,,
nqx,1990,India,64,FMLE,Female,0.129,60_64,,
nqx,2000,India,64,FMLE,Female,0.109,60_64,,
nqx,2000,India,89,FMLE,Female,0.565,85_89,,
lx,2000,India,29,FMLE,Female,86672,25_29,,
lx,2012,India,29,FMLE,Female,91604,25_29,,
lx,1990,India,34,FMLE,Female,80845,30_34,,
lx,1990,India,64,FMLE,Female,64312,60_64,,
lx,2012,India,69,FMLE,Female,71130,65_69,,
lx,2000,India,74,FMLE,Female,52598,70_74,,
lx,2012,India,74,FMLE,Female,60954,70_74,,
lx,2012,India,84,FMLE,Female,32368,80_84,,
lx,2000,India,89,FMLE,Female,13852,85_89,,
lx,2012,India,89,FMLE,Female,18380,85_89,,
lx,2012,India,99,FMLE,Female,3061,95_99,,
lx,2000,India,110,FMLE,Female,462,100+,,
ndx,2000,India,4,FMLE,Female,2946,1_4,,x+n
ndx,1990,India,9,FMLE,Female,1451,5_9,,x+n
ndx,2000,India,9,FMLE,Female,956,5_9,,x+n
ndx,1990,India,49,FMLE,Female,2479,45_49,,x+n
ndx,2012,India,49,FMLE,Female,1920,45_49,,x+n
ndx,2000,India,59,FMLE,Female,5095,55_59,,x+n
ndx,2000,India,64,FMLE,Female,7680,60_64,,x+n
ndx,2012,India,64,FMLE,Female,7104,60_64,,x+n
ndx,2000,India,74,FMLE,Female,13162,70_74,,x+n
ndx,2012,India,89,FMLE,Female,9817,85_89,,x+n
ndx,2000,India,110,FMLE,Female,462,100+,,x+n
nLx,2012,India,14,FMLE,Female,466873,10_14,,
nLx,2000,India,29,FMLE,Female,430404,25_29,,
nLx,2012,India,29,FMLE,Female,455849,25_29,,
nLx,2000,India,59,FMLE,Female,367111,55_59,,
nLx,1990,India,74,FMLE,Female,195736,70_74,,
nLx,2012,India,74,FMLE,Female,271677,70_74,,
nLx,1990,India,89,FMLE,Female,34971,85_89,,
Tx,2000,India,4,FMLE,Female,6170645,1_4,,
Tx,2012,India,4,FMLE,Female,6695927,1_4,,
Tx,2000,India,14,FMLE,Female,5355484,10_14,,
Tx,2000,India,19,FMLE,Female,4909850,15_19,,
Tx,1990,India,29,FMLE,Female,3669645,25_29,,
Tx,2012,India,29,FMLE,Female,4456600,25_29,,
Tx,2012,India,44,FMLE,Female,3103105,40_44,,
Tx,1990,India,49,FMLE,Female,2081988,45_49,,
Tx,2000,India,59,FMLE,Female,1557724,55_59,,
Tx,2012,India,69,FMLE,Female,1032078,65_69,,
Tx,2000,India,84,FMLE,Female,171269,80_84,,
Tx,2012,India,84,FMLE,Female,229525,80_84,,
Tx,2012,India,99,FMLE,Female,10916,95_99,,
ex,1990,India,1,FMLE,Female,58,<1,,
ex,2000,India,1,FMLE,Female,63,<1,,
ex,2012,India,1,FMLE,Female,68,<1,,
ex,1990,India,4,FMLE,Female,63,1_4,,
ex,1990,India,14,FMLE,Female,58,10_14,,
ex,2012,India,14,FMLE,Female,62,10_14,,
ex,2000,India,39,FMLE,Female,38,35_39,,
ex,2012,India,39,FMLE,Female,40,35_39,,
ex,2000,India,44,FMLE,Female,33,40_44,,
ex,2012,India,54,FMLE,Female,26,50_54,,
ex,2000,India,84,FMLE,Female,7,80_84,,
ex,1990,India,99,FMLE,Female,3,95_99,,
nMx,1990,India,4,MLE,Male,0.009,1_4,,
nMx,2000,India,4,MLE,Male,0.006,1_4,,
nMx,1990,India,9,MLE,Male,0.003,5_9,,
nMx,2000,India,9,MLE,Male,0.002,5_9,,
nMx,2000,India,19,MLE,Male,0.002,15_19,,
nMx,2012,India,34,MLE,Male,0.003,30_34,,
nMx,2000,India,49,MLE,Male,0.009,45_49,,
nMx,2012,India,49,MLE,Male,0.008,45_49,,
nMx,2000,India,64,MLE,Male,0.031,60_64,,
nMx,2012,India,74,MLE,Male,0.063,70_74,,
nMx,2000,India,89,MLE,Male,0.175,85_89,,
nMx,1990,India,110,MLE,Male,0.373,100+,,
nMx,2000,India,110,MLE,Male,0.357,100+,,
nMx,1990,India,9,BTSX,Both sexes,0.003,5_9,,
nMx,2012,India,9,BTSX,Both sexes,0.001,5_9,,
nMx,2012,India,34,BTSX,Both sexes,0.003,30_34,,
nMx,2000,India,64,BTSX,Both sexes,0.027,60_64,,
nMx,2000,India,79,BTSX,Both sexes,0.091,75_79,,
nMx,2012,India,110,BTSX,Both sexes,0.339,100+,,
nqx,2012,India,1,MLE,Male,0.044,<1,,
nqx,2012,India,9,MLE,Male,0.006,5_9,,
nqx,2000,India,14,MLE,Male,0.006,10_14,,
nqx,1990,India,69,MLE,Male,0.224,65_69,,
nqx,2000,India,69,MLE,Male,0.212,65_69,,
nqx,2012,India,69,MLE,Male,0.194,65_69,,
nqx,2012,India,94,MLE,Male,0.655,90_94,,
nqx,1990,India,99,MLE,Male,0.782,95_99,,
nqx,2000,India,99,MLE,Male,0.765,95_99,,
nqx,2000,India,4,BTSX,Both sexes,0.027,1_4,,
nqx,2012,India,4,BTSX,Both sexes,0.013,1_4,,
nqx,2012,India,14,BTSX,Both sexes,0.004,10_14,,
nqx,2000,India,29,BTSX,Both sexes,0.014,25_29,,
nqx,2012,India,29,BTSX,Both sexes,0.011,25_29,,
nqx,2000,India,44,BTSX,Both sexes,0.025,40_44,,
nqx,1990,India,49,BTSX,Both sexes,0.04,45_49,,
nqx,1990,India,74,BTSX,Both sexes,0.293,70_74,,
nqx,2012,India,84,BTSX,Both sexes,0.451,80_84,,
nqx,1990,India,99,BTSX,Both sexes,0.785,95_99,,
lx,2000,India,19,MLE,Male,89952,15_19,,
lx,2012,India,34,MLE,Male,90973,30_34,,
lx,2012,India,59,MLE,Male,77341,55_59,,
lx,2000,India,94,MLE,Male,3871,90_94,,
lx,2000,India,110,MLE,Male,289,100+,,
lx,1990,India,1,BTSX,Both sexes,100000,<1,,
lx,1990,India,14,BTSX,Both sexes,86172,10_14,,
lx,2012,India,19,BTSX,Both sexes,93417,15_19,,
lx,1990,India,24,BTSX,Both sexes,84518,20_24,,
lx,2012,India,49,BTSX,Both sexes,86231,45_49,,
lx,2000,India,64,BTSX,Both sexes,68023,60_64,,
lx,1990,India,79,BTSX,Both sexes,30093,75_79,,
lx,2000,India,79,BTSX,Both sexes,35158,75_79,,
lx,2012,India,94,BTSX,Both sexes,6797,90_94,,
ndx,1990,India,4,MLE,Male,3115,1_4,,x+n
ndx,2000,India,19,MLE,Male,756,15_19,,x+n
ndx,2012,India,29,MLE,Male,1130,25_29,,x+n
ndx,2000,India,34,MLE,Male,1531,30_34,,x+n
ndx,2012,India,34,MLE,Male,1429,30_34,,x+n
ndx,2012,India,44,MLE,Male,2400,40_44,,x+n
ndx,1990,India,49,MLE,Male,3619,45_49,,x+n
ndx,1990,India,74,MLE,Male,12330,70_74,,x+n
ndx,2012,India,74,MLE,Male,13500,70_74,,x+n
ndx,1990,India,89,MLE,Male,4798,85_89,,x+n
ndx,2012,India,89,MLE,Male,6738,85_89,,x+n
ndx,2000,India,99,MLE,Male,942,95_99,,x+n
ndx,2012,India,99,MLE,Male,1331,95_99,,x+n
ndx,2012,India,110,MLE,Male,470,100+,,x+n
ndx,2012,India,4,BTSX,Both sexes,1229,1_4,,x+n
ndx,2000,India,9,BTSX,Both sexes,888,5_9,,x+n
ndx,2012,India,9,BTSX,Both sexes,553,5_9,,x+n
ndx,2000,India,19,BTSX,Both sexes,849,15_19,,x+n
ndx,2012,India,19,BTSX,Both sexes,653,15_19,,x+n
ndx,1990,India,34,BTSX,Both sexes,1407,30_34,,x+n
ndx,2012,India,49,BTSX,Both sexes,2639,45_49,,x+n
ndx,2012,India,59,BTSX,Both sexes,5454,55_59,,x+n
ndx,2000,India,94,BTSX,Both sexes,3294,90_94,,x+n
ndx,2000,India,110,BTSX,Both sexes,369,100+,,x+n
nLx,2000,India,24,MLE,Male,443498,20_24,,
nLx,2000,India,29,MLE,Male,437759,25_29,,
nLx,2000,India,39,MLE,Male,422166,35_39,,
nLx,1990,India,54,MLE,Male,356003,50_54,,
nLx,2012,India,54,MLE,Male,398724,50_54,,
nLx,1990,India,69,MLE,Male,229575,65_69,,
nLx,2012,India,79,MLE,Male,147182,75_79,,
nLx,1990,India,14,BTSX,Both sexes,429160,10_14,,
nLx,2000,India,29,BTSX,Both sexes,434231,25_29,,
nLx,2012,India,29,BTSX,Both sexes,456869,25_29,,
nLx,2012,India,44,BTSX,Both sexes,436096,40_44,,
nLx,1990,India,59,BTSX,Both sexes,330727,55_59,,
nLx,2000,India,69,BTSX,Both sexes,270095,65_69,,
nLx,1990,India,84,BTSX,Both sexes,66802,80_84,,
nLx,2012,India,99,BTSX,Both sexes,6758,95_99,,
Tx,2012,India,9,MLE,Male,5970014,5_9,,
Tx,1990,India,14,MLE,Male,4859233,10_14,,
Tx,1990,India,39,MLE,Male,2744855,35_39,,
Tx,2000,India,39,MLE,Male,2936699,35_39,,
Tx,2012,India,39,MLE,Male,3190226,35_39,,
Tx,1990,India,64,MLE,Male,888762,60_64,,
Tx,1990,India,79,MLE,Male,206727,75_79,,
Tx,2012,India,79,MLE,Male,296681,75_79,,
Tx,1990,India,84,MLE,Male,97644,80_84,,
Tx,2012,India,89,MLE,Male,64248,85_89,,
Tx,2012,India,94,MLE,Male,22904,90_94,,
Tx,2012,India,110,MLE,Male,1413,100+,,
Tx,1990,India,1,BTSX,Both sexes,5776883,<1,,
Tx,2000,India,1,BTSX,Both sexes,6161286,<1,,
Tx,2012,India,9,BTSX,Both sexes,6135512,5_9,,
Tx,2000,India,54,BTSX,Both sexes,1821021,50_54,,
Tx,2012,India,64,BTSX,Both sexes,1259714,60_64,,
Tx,2012,India,79,BTSX,Both sexes,359464,75_79,,
Tx,2000,India,94,BTSX,Both sexes,20337,90_94,,
Tx,2012,India,94,BTSX,Both sexes,30169,90_94,,
ex,2012,India,14,MLE,Male,58,10_14,,
ex,2012,India,29,MLE,Male,45,25_29,,
ex,1990,India,34,MLE,Male,38,30_34,,
ex,1990,India,44,MLE,Male,29,40_44,,
ex,2012,India,54,MLE,Male,23,50_54,,
ex,2000,India,74,MLE,Male,10,70_74,,
ex,1990,India,89,MLE,Male,5,85_89,,
ex,1990,India,99,MLE,Male,3,95_99,,
ex,2000,India,4,BTSX,Both sexes,65,1_4,,
ex,1990,India,34,BTSX,Both sexes,39,30_34,,
ex,2012,India,44,BTSX,Both sexes,33,40_44,,
ex,2012,India,49,BTSX,Both sexes,29,45_49,,
ex,2012,India,59,BTSX,Both sexes,21,55_59,,
ex,2000,India,64,BTSX,Both sexes,16,60_64,,
ex,2000,India,74,BTSX,Both sexes,10,70_74,,
ex,1990,India,79,BTSX,Both sexes,8,75_79,,
ex,2012,India,99,BTSX,Both sexes,4,95_99,,
ex,1990,India,110,BTSX,Both sexes,3,100+,,
ex,2000,India,110,BTSX,Both sexes,3,100+,,
nMx,1990,India,1,FMLE,Female,0.092,<1,,
nMx,1990,India,9,FMLE,Female,0.003,5_9,,
nMx,2000,India,24,FMLE,Female,0.003,20_24,,
nMx,2000,India,34,FMLE,Female,0.003,30_34,,
nMx,1990,India,39,FMLE,Female,0.004,35_39,,
nMx,2000,India,49,FMLE,Female,0.006,45_49,,
nMx,2012,India,49,FMLE,Female,0.004,45_49,,
nMx,1990,India,64,FMLE,Female,0.028,60_64,,
nMx,1990,India,79,FMLE,Female,0.093,75_79,,
nMx,2012,India,89,FMLE,Female,0.15,85_89,,
nMx,2000,India,94,FMLE,Female,0.216,90_94,,
nMx,2012,India,110,FMLE,Female,0.345,100+,,
nqx,2000,India,9,FMLE,Female,0.011,5_9,,
nqx,2000,India,19,FMLE,Female,0.011,15_19,,
nqx,2012,India,29,FMLE,Female,0.01,25_29,,
nqx,1990,India,49,FMLE,Female,0.033,45_49,,
nqx,2012,India,49,FMLE,Female,0.022,45_49,,
nqx,2012,India,59,FMLE,Female,0.054,55_59,,
nqx,1990,India,74,FMLE,Female,0.277,70_74,,
nqx,2012,India,74,FMLE,Female,0.224,70_74,,
nqx,1990,India,79,FMLE,Female,0.378,75_79,,
nqx,2012,India,89,FMLE,Female,0.534,85_89,,
nqx,1990,India,94,FMLE,Female,0.697,90_94,,
nqx,2000,India,110,FMLE,Female,1,100+,,
nqx,2012,India,110,FMLE,Female,1,100+,,
lx,2012,India,1,FMLE,Female,100000,<1,,
lx,2000,India,4,FMLE,Female,93320,1_4,,
lx,2012,India,14,FMLE,Female,93582,10_14,,
lx,1990,India,19,FMLE,Female,84861,15_19,,
lx,2012,India,19,FMLE,Female,93167,15_19,,
lx,2000,India,44,FMLE,Female,82975,40_44,,
lx,2012,India,44,FMLE,Female,88689,40_44,,
lx,1990,India,49,FMLE,Female,76131,45_49,,
lx,1990,India,59,FMLE,Female,69817,55_59,,
lx,1990,India,74,FMLE,Female,45353,70_74,,
lx,1990,India,89,FMLE,Female,10361,85_89,,
lx,1990,India,110,FMLE,Female,271,100+,,
ndx,1990,India,19,FMLE,Female,1153,15_19,,x+n
ndx,2000,India,19,FMLE,Female,949,15_19,,x+n
ndx,2000,India,24,FMLE,Female,1215,20_24,,x+n
ndx,2000,India,34,FMLE,Female,1190,30_34,,x+n
ndx,1990,India,39,FMLE,Female,1500,35_39,,x+n
ndx,2012,India,44,FMLE,Female,1338,40_44,,x+n
ndx,2012,India,59,FMLE,Female,4439,55_59,,x+n
ndx,1990,India,64,FMLE,Female,8314,60_64,,x+n
ndx,1990,India,79,FMLE,Female,12375,75_79,,x+n
ndx,1990,India,89,FMLE,Female,6147,85_89,,x+n
ndx,2012,India,99,FMLE,Female,2274,95_99,,x+n
nLx,2000,India,4,FMLE,Female,365681,1_4,,
nLx,2000,India,19,FMLE,Female,441953,15_19,,
nLx,2012,India,19,FMLE,Female,464234,15_19,,
nLx,2000,India,34,FMLE,Female,424511,30_34,,
nLx,2000,India,44,FMLE,Female,411032,40_44,,
nLx,2012,India,44,FMLE,Female,440251,40_44,,
nLx,2000,India,49,FMLE,Female,401600,45_49,,
nLx,2012,India,84,FMLE,Female,125678,80_84,,
nLx,2012,India,89,FMLE,Female,65516,85_89,,
nLx,2000,India,99,FMLE,Female,5412,95_99,,
nLx,1990,India,110,FMLE,Female,702,100+,,
Tx,2000,India,1,FMLE,Female,6265969,<1,,
Tx,2012,India,1,FMLE,Female,6792826,<1,,
Tx,1990,India,4,FMLE,Female,5718023,1_4,,
Tx,1990,India,44,FMLE,Female,2467434,40_44,,
Tx,1990,India,59,FMLE,Female,1347836,55_59,,
Tx,2012,India,59,FMLE,Female,1809869,55_59,,
Tx,2000,India,74,FMLE,Female,564937,70_74,,
Tx,2000,India,89,FMLE,Female,73454,85_89,,
Tx,1990,India,110,FMLE,Female,702,100+,,
ex,1990,India,19,FMLE,Female,53,15_19,,
ex,2012,India,24,FMLE,Female,53,20_24,,
ex,1990,India,44,FMLE,Female,32,40_44,,
ex,1990,India,59,FMLE,Female,19,55_59,,
ex,2000,India,59,FMLE,Female,21,55_59,,
ex,1990,India,69,FMLE,Female,13,65_69,,
ex,2000,India,69,FMLE,Female,14,65_69,,
ex,2012,India,79,FMLE,Female,9,75_79,,
ex,1990,India,84,FMLE,Female,6,80_84,,
ex,2012,India,84,FMLE,Female,7,80_84,,
ex,1990,India,89,FMLE,Female,5,85_89,,
ex,2012,India,94,FMLE,Female,4,90_94,,
ex,2000,India,99,FMLE,Female,3,95_99,,
ex,2012,India,99,FMLE,Female,4,95_99,,
nMx,1990,India,14,MLE,Male,0.001,10_14,,
nMx,2012,India,14,MLE,Male,0.001,10_14,,
nMx,2000,India,29,MLE,Male,0.003,25_29,,
nMx,2012,India,39,MLE,Male,0.004,35_39,,
nMx,1990,India,44,MLE,Male,0.006,40_44,,
nMx,2000,India,54,MLE,Male,0.013,50_54,,
nMx,2012,India,54,MLE,Male,0.011,50_54,,
nMx,2012,India,64,MLE,Male,0.027,60_64,,
nMx,2000,India,84,MLE,Male,0.136,80_84,,
nMx,2012,India,94,MLE,Male,0.208,90_94,,
nMx,1990,India,99,MLE,Male,0.295,95_99,,
nMx,1990,India,29,BTSX,Both sexes,0.003,25_29,,
nMx,1990,India,44,BTSX,Both sexes,0.006,40_44,,
nMx,2000,India,44,BTSX,Both sexes,0.005,40_44,,
nMx,2000,India,54,BTSX,Both sexes,0.011,50_54,,
nMx,1990,India,59,BTSX,Both sexes,0.019,55_59,,
nMx,2000,India,59,BTSX,Both sexes,0.017,55_59,,
nMx,1990,India,74,BTSX,Both sexes,0.069,70_74,,
nMx,2000,India,74,BTSX,Both sexes,0.063,70_74,,
nMx,2000,India,84,BTSX,Both sexes,0.129,80_84,,
nMx,2012,India,84,BTSX,Both sexes,0.118,80_84,,
nqx,2000,India,4,MLE,Male,0.022,1_4,,
nqx,1990,India,9,MLE,Male,0.013,5_9,,
nqx,2000,India,9,MLE,Male,0.009,5_9,,
nqx,1990,India,24,MLE,Male,0.012,20_24,,
nqx,2012,India,44,MLE,Male,0.027,40_44,,
nqx,2000,India,49,MLE,Male,0.044,45_49,,
nqx,2012,India,74,MLE,Male,0.271,70_74,,
